,text,query,id,author_id,created_at,query_time
0,"I've just claimed my name jerry01.xplorer.stark with Argent-X to become eligible for the second Xplorer NFT.

Snapshot will be taken on 16 May 23:59 UTC 👀

Register yours before it's too late on https://t.co/vhVcy2MPZB",Starknet,1656670699090751491,1426344503435317250,,2023-05-11T14-40-58
1,"Just achieved an 70.25s score in #StarkFighter 🕹️ !  - truusthq.xplorer.stark

Think you can outscore me ? 

Give it a shot at https://t.co/fqQFmUJLgi and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670695764660225,130808213,,2023-05-11T14-40-58
2,"Just achieved an 33.66s score in #StarkFighter 🕹️ !  - marcobenez.xplorer.stark

Think you can outscore me ? 

Give it a shot at https://t.co/sALRQuYpkf and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670691369046018,490535932,,2023-05-11T14-40-58
3,"Just achieved an 19.23s score in #StarkFighter 🕹️ !  - 0x007.xplorer.stark

Think you can outscore me ? 

Give it a shot at https://t.co/Jv8n8FmYOq and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670688760180738,1531344808329023489,,2023-05-11T14-40-58
4,"Just achieved an 1.28s score in #StarkFighter 🕹️ !  - olivka.stark

Think you can outscore me ? 

Give it a shot at https://t.co/SeNkghYMwJ and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670688164614146,1251457306363076645,,2023-05-11T14-40-58
5,"Just achieved an 7.12s score in #StarkFighter 🕹️ !  - income4me.stark

Think you can outscore me ? 

Give it a shot at https://t.co/TGysOtaHae and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670686545600519,1356240119645302785,,2023-05-11T14-40-58
6,"Just achieved an 115.28s score in #StarkFighter 🕹️ !  - tianxiawushuang.braavos.stark

Think you can outscore me ? 

Give it a shot at https://t.co/8btePke80Q and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670686386200580,622023715,,2023-05-11T14-40-58
7,"Just achieved an 64.23s score in #StarkFighter 🕹️ !  - gino.braavos.stark

Think you can outscore me ? 

Give it a shot at https://t.co/luk8M8uozC and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670686335897605,1423761873430884357,,2023-05-11T14-40-58
8,"Just achieved an 111.67s score in #StarkFighter 🕹️ !  - klkemwpppf2.stark

Think you can outscore me ? 

Give it a shot at https://t.co/oi6arHTjn3 and stand a chance to win over $10,000 worth of #Starknet prizes !",Starknet,1656670680660979712,2497724888,,2023-05-11T14-40-58
9,"I've just claimed my name jennixxo.xplorer.stark with Argent-X to become eligible for the second Xplorer NFT.

Snapshot will be taken on 16 May 23:59 UTC 👀

Register yours before it's too late on https://t.co/4WZDAG7We3",Starknet,1656670680560328709,1635514369621499906,,2023-05-11T14-40-58
0,"@crypto Starkdefi, Q1 will see StarkDeFi focus heavily on the design and development of our Launchpad ‘StarkPad’ which aims to be the leading launchpad on Starknet. @StarkDefi",StarkNet development,1656480987226816515,1105214169106837509,,2023-05-11T14-46-48
1,"#DeFi #StarkDeFi 
Roadmap Release

Q1 will see StarkDeFi focus heavily on the design and development of our Launchpad ‘StarkPad’ which aims to be the leading launchpad on Starknet.",StarkNet development,1656377039782330375,1355092962867355648,,2023-05-11T14-46-48
2,"🎉 Stay tuned for more updates on our game design process, as well as exclusive sneak peeks and behind-the-scenes looks at our development journey. #StarkNet #onchaingaming
(7/7)",StarkNet development,1656291701449973760,1461363941825671173,,2023-05-11T14-46-48
3,"@HCGemAlerts @zkLend @TrangLilit @moemomew What is the current state of development for Starknet, and how does it factor into zkLend's roadmap for scalability and efficiency?",StarkNet development,1656269979636080641,1438790232342630400,,2023-05-11T14-46-48
4,"@zkLend @gleamapp @Starknet The project was executed in a very professional manner and had a clearly development plan. Without a doubt ,this is one of the best projects out there.

@Tushar1Sarkar 
@MdsazibKhan13 
@Arrume35 

#Giveaway #BSC",StarkNet development,1656249142405111811,1640211721913614336,,2023-05-11T14-46-48
5,"@c_challengers @Starknet @argentHQ @StarkWareLtd Which one of these aspects is important for you?

1-Increasing Token Price &amp; Value
2-Empowering Platform Development
3-Building Community Trust
4-Expanding Partnership Globally
  In what order?
@poloa_1 @Sofiya_ox @BonjourAxxel",StarkNet development,1656223126777384960,1422764840972480515,,2023-05-11T14-46-48
6,"@c_challengers @Starknet @argentHQ @StarkWareLtd With the advantage of being the leading project in DEX exchanges trading perpetual contracts on BSC, the future development of this project is inevitable. Let's learn more about STARKNET &amp; ARGENT through AMA this May 12 🌎🌸
@PPytoir @bookwurom @nolanjustin3",StarkNet development,1656222146107183105,1422764840972480515,,2023-05-11T14-46-48
7,"@c_challengers @Starknet @argentHQ @StarkWareLtd What are the plans in global expansion? Are you focusing on market at this time or focus on building and development or getting customers and users, or partnerships?

@BAdwaid
@rudran181
@RenukaBNair2",StarkNet development,1656221382815141888,1377302809746440195,,2023-05-11T14-46-48
8,"@c_challengers @Starknet @argentHQ @StarkWareLtd For a project development first of all main priority is having enough fund. Does your team financially capable to run this project?  Do you have enough fund for it is developement Can you tell us that how your project generate the profit?

@shihadk6785 
@Akash57470143 
@ShanuAKZ",StarkNet development,1656219837461581830,1002818841599098882,,2023-05-11T14-46-48
9,About the Cairo Development category https://t.co/6nXiB5wYeR,StarkNet development,1656184719602745344,1384893838297210885,,2023-05-11T14-46-48
0,"#Sui, a new #blockchain project built on #StarkNet and integrated with #MetaMask. Exciting to see what the future holds! What wallets do you use to manage your #crypto holdings?",StarkNet new project -is:reply -is:retweet,1656297757575921664,1618725028173848576,2023-05-10T13:58:52.000Z,2023-05-11T15-53-28
1,We released a new version of starknet-react and create-starknet! This version improves wallet connectivity when switching wallet accounts and networks (thanks to @FlorianBellotti) and automatically detects and install dependencies when creating a new project (thanks to @0x_Yohan),StarkNet new project -is:reply -is:retweet,1655905177843400705,1334941075593682945,2023-05-09T11:58:54.000Z,2023-05-11T15-53-28
2,"🚀 Exciting news! I am internally testing my new ""Question Answering Over #Cairo #Starknet #Rust  Docs"" project.  

🎉 This innovative tool leverages @LangChainAI and #Milvus

Making knowledge discovery a breeze! Stay tuned for more updates. 

@Starknet @StarkNet_ZH https://t.co/hrvFAsbbjD",StarkNet new project -is:reply -is:retweet,1654698327097872384,1459557999798743047,2023-05-06T04:03:18.000Z,2023-05-11T15-53-28
3,A new #Starknet project soon on Mainnet ! https://t.co/VNCrewBEBT,StarkNet new project -is:reply -is:retweet,1654661642419052547,1302343118285660162,2023-05-06T01:37:32.000Z,2023-05-11T15-53-28
4,"The next good project this is a good project going forward. hopefully it will be a new hope and provide good progress
@Ryg_marshmellow #starknet #AInft",StarkNet new project -is:reply -is:retweet,1654473767761084416,567012596,2023-05-05T13:10:59.000Z,2023-05-11T15-53-28
5,Grab it for new project on starknet and don't miss to follow @Ryg_marshmellow #starknet #AInft,StarkNet new project -is:reply -is:retweet,1654465626910650368,1328343754864922625,2023-05-05T12:38:38.000Z,2023-05-11T15-53-28
6,"New pfp -&gt; @Everai collection just looks so cool... I simply couldn't resist!

Real big up to @ScreenshotLabs for building such a cool project on #Starknet

I'll keep a very close eye to its development, and why not, contribute in some way if I can🙂

#KeepStarknetStrange
#Everai https://t.co/yMApeH8SKv",StarkNet new project -is:reply -is:retweet,1654235560578359299,1433062686665891842,2023-05-04T21:24:26.000Z,2023-05-11T15-53-28
0,"Hey #Starknet family,
I just got my own @Starknet_id passport &amp; domain name

I'm learning Cairo fast... can't wait to contribute on some partner apps and develop the ecosystem! https://t.co/8K9uB3fjL5",StarkNet develop has:mentions has:links -is:reply -is:retweet lang:en,1654230229286518786,1433062686665891842,2023-05-04T21:03:15.000Z,2023-05-11T16-11-49
0,"very good project. and I hope to continue to progress and develop with this project🥰

@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654508078128336896,1382750933965185024,2023-05-05T15:27:19.000Z,2023-05-11T16-11-17
1,"Amazing.
who earnestly will surely succeed. I'm sure this project will develop for the better, let's join.

@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654501792921600004,182642996,2023-05-05T15:02:21.000Z,2023-05-11T16-11-17
2,"i really believe that this project will really go a long way to put smile in our face. I hope this project will develop well and will be on the moon.

@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654485019316846595,1473944101473030149,2023-05-05T13:55:42.000Z,2023-05-11T16-11-17
3,"Powerful and impressive project. I support this project can be successful. I see this project is very active, hopefully it will develop quickly. very awesome project. i like this nft

@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654484803914268674,1609103664198869002,2023-05-05T13:54:50.000Z,2023-05-11T16-11-17
4,"Powerful and impressive project. I support this project can be successful. I see this project is very active, hopefully it will develop quickly.
very awesome project. i like this nft
@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654482867806777346,1560693369357365248,2023-05-05T13:47:09.000Z,2023-05-11T16-11-17
5,"Thank you so much for this very good giveaway, we are very happy and touched to hear that, hopefully the future will get better, and it will develop from time to time.

@Ryg_marshmellow #starknet #AInft",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654472649077293062,1585869342960295937,2023-05-05T13:06:32.000Z,2023-05-11T16-11-17
6,"Hey #Starknet family,
I just got my own @Starknet_id passport &amp; domain name

I'm learning Cairo fast... can't wait to contribute on some partner apps and develop the ecosystem! https://t.co/8K9uB3fjL5",StarkNet develop has:mentions -is:reply -is:retweet lang:en,1654230229286518786,1433062686665891842,2023-05-04T21:03:15.000Z,2023-05-11T16-11-17
0,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/t3VBYP3Jj6 

My Address: 0x7856527a1407f9f2b329743c7d0e776f7b3895abecfa33e83ff686803a6048d

Testnet: https://t.co/4z3aBfEVRX",StarkNet CAIRO -is:reply -is:retweet lang:en,1656653038063620098,1519424219683119104,2023-05-11T13:30:38.000Z,2023-05-11T16-05-30
1,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/PZ472E2mfj 

My Address: 0x319f2cccb1828577df09058bb485f306178cc2714a020593062a3448b80113e

Testnet: https://t.co/6vP1FSntJ5",StarkNet CAIRO -is:reply -is:retweet lang:en,1656651711279247360,1468828562807533573,2023-05-11T13:25:21.000Z,2023-05-11T16-05-30
2,"Is there something like CryptoZombies for Cairo? 🧟‍♂️
What is the best interactive way to learn Cairo? @Starknet @StarknetEco @StarkWareLtd",StarkNet CAIRO -is:reply -is:retweet lang:en,1656613152665088003,502921484,2023-05-11T10:52:08.000Z,2023-05-11T16-05-30
3,"📚Starknet for Everybody - Class 1⃣4⃣

👉🏾StarkNet Dev Infrastructure - Part 1/3👈

If you're a Developer who's considering to learn the Cairo Programming Language and start building on Starknet, this part of the course is the most relevant one for you. https://t.co/NOZNxZ8r3H",StarkNet CAIRO -is:reply -is:retweet lang:en,1656606822227226624,1489498059042172931,2023-05-11T10:26:59.000Z,2023-05-11T16-05-30
4,"Just achieved an 7.70s score in #StarkFighter 🕹️ !  - cairo.xplorer.stark

Think you can outscore me ? 

Give it a shot at https://t.co/ZoEU7NYkyn and stand a chance to win over $10,000 worth of #Starknet prizes !",StarkNet CAIRO -is:reply -is:retweet lang:en,1656605408046219267,1380237872989663242,2023-05-11T10:21:22.000Z,2023-05-11T16-05-30
5,"NEW prerelease of 𝘀𝘁𝗮𝗿𝗸𝗻𝗲𝘁-𝗵𝗮𝗿𝗱𝗵𝗮𝘁-𝗽𝗹𝘂𝗴𝗶𝗻 𝘃𝟬.𝟴.𝟬-𝗮𝗹𝗽𝗵𝗮.𝟮 is out!!!

Improved Cairo 1 support:
• more types in function input/output     
• event support     
• declaration fee estimation 

Read more in the release notes 👉https://t.co/o5MCzlG9fr https://t.co/qESuckFC69",StarkNet CAIRO -is:reply -is:retweet lang:en,1656605355248369664,1498307190683230208,2023-05-11T10:21:09.000Z,2023-05-11T16-05-30
6,"Just achieved an 1.19s score in #StarkFighter 🕹️ !  - cairo.xplorer.stark

Think you can outscore me ? 

Give it a shot at https://t.co/ZoEU7NYkyn and stand a chance to win over $10,000 worth of #Starknet prizes !",StarkNet CAIRO -is:reply -is:retweet lang:en,1656605136905437186,1380237872989663242,2023-05-11T10:20:17.000Z,2023-05-11T16-05-30
7,"Cairo 1.0 boosts contract writing safety &amp; efficiency, rocking a Rust-inspired syntax &amp; fully-fledged type system. 

Jump into the deets of the open-source Starknet stack in this blog post by @eniwhere_ ! 

https://t.co/vHtHkts2b1",StarkNet CAIRO -is:reply -is:retweet lang:en,1656569964734676993,1463071986515599362,2023-05-11T08:00:31.000Z,2023-05-11T16-05-30
8,"🎉 We just updated the 13th Chapter of WTF Cairo: `Option`! 
The `Option` enum in Cairo encodes the possibility of a value being present or absent. It's more secure than `Null` values in other programming languages! 🚀
#Starknet #Cairo
https://t.co/49E6EKlotD https://t.co/E2npK48ZZ0 https://t.co/cCZLzWK2hg",StarkNet CAIRO -is:reply -is:retweet lang:en,1656557903439101958,1576206809894748160,2023-05-11T07:12:36.000Z,2023-05-11T16-05-30
9,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/KSiE1FGcwP 

My Address: 0x3272779ed557da9c0a0593a6f221c9410e5f892c7411713a9cbae29240a2ff

Testnet: https://t.co/zU0lit54F4",StarkNet CAIRO -is:reply -is:retweet lang:en,1656488815857647616,1534805788580933632,2023-05-11T02:38:04.000Z,2023-05-11T16-05-30
10,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/qt3DksaIgs 

My Address: 0x68757e9a0603506a50b9a8469b86377a0dcb95d88560a371dd5e4ce392a8573

Testnet: https://t.co/jVTKeIp39B",StarkNet CAIRO -is:reply -is:retweet lang:en,1656382190383517697,1616862914262233088,2023-05-10T19:34:22.000Z,2023-05-11T16-05-30
11,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/MUI7DqjCWJ 

My Address: 0xdebea97e00bc7542e8ed601a8681d0dd68778aa8b3a8dd4085e0c1a8c6b551

Testnet: https://t.co/825t7CLGs5",StarkNet CAIRO -is:reply -is:retweet lang:en,1656381849269161998,3130978919,2023-05-10T19:33:01.000Z,2023-05-11T16-05-30
12,"🚀 @0xAA_Science and @robertkp13 updated WTF Cairo Chapter 12: Pattern Matching.  
We introduced the `match` keyword for pattern matching, including the exhaustive nature of matching and pattern binding. #Starknet https://t.co/49E6EKlotD https://t.co/rhF4MVGXyJ",StarkNet CAIRO -is:reply -is:retweet lang:en,1656346818035453952,1576206809894748160,2023-05-10T17:13:49.000Z,2023-05-11T16-05-30
13,"This time we take ERC20 contract using Cairo 1.0 from @Starknet and guide you through the differences between #Cairo vs. #Solidity, and let's deep-dive into the ERC20 universe on Ethereum.
https://t.co/yj3n1a27Sh",StarkNet CAIRO -is:reply -is:retweet lang:en,1656275665476534273,1444892527887204352,2023-05-10T12:31:05.000Z,2023-05-11T16-05-30
14,"Protostar 0.11.0 will be released on Tuesday.

We plan to include scarb integration, roll, warp, docs make over, and support for starknet 0.11.1 with 1.0 cairo compiler included ⭐️🤞

@swmansionxyz
@StarkWareLtd",StarkNet CAIRO -is:reply -is:retweet lang:en,1656197355048255489,713765144128524288,2023-05-10T07:19:54.000Z,2023-05-11T16-05-30
15,About the Cairo Development category https://t.co/6nXiB5wYeR,StarkNet CAIRO -is:reply -is:retweet lang:en,1656184719602745344,1384893838297210885,2023-05-10T06:29:42.000Z,2023-05-11T16-05-30
16,"✨Enjoying Faster Withdrawals with Validity Rollups✨
🪐Swift withdrawals: Validity rollups enable quick withdrawals, executing exit transactions once the validity proof is verified and avoiding the delays associated with optimistic rollups
#Starknet #StarkLaunch #Cairo https://t.co/4QvmuiBFMT",StarkNet CAIRO -is:reply -is:retweet lang:en,1656121358223560704,1640973285554024448,2023-05-10T02:17:55.000Z,2023-05-11T16-05-30
17,"Just added a new chapter to the @Starknet book 📖 on converting Cairo 0 to Cairo 1🔀. 

Thanks to the brilliant minds of tensojka and @nenosipapuce from @CarmineOptions, and @p_e for sharing 👏. 

Are there more tooling or projects for the community-driven Starknet book?🚀… https://t.co/4xaoE8MV4w",StarkNet CAIRO -is:reply -is:retweet lang:en,1656059474816253952,1561251870,2023-05-09T22:12:01.000Z,2023-05-11T16-05-30
18,"Built in #Cairo on @Starknet 

This is mind-blowing. https://t.co/CGevkKAmpH",StarkNet CAIRO -is:reply -is:retweet lang:en,1656020387258601474,1456734338096123907,2023-05-09T19:36:42.000Z,2023-05-11T16-05-30
19,I keep Solving the #starklings challenges to learn about #cairo and #Starknet I gonna help to secure the #web3 #blockchain ecosystem 😀🫡 https://t.co/UXjIu4L6DW,StarkNet CAIRO -is:reply -is:retweet lang:en,1655988316704235520,184982718,2023-05-09T17:29:16.000Z,2023-05-11T16-05-30
20,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/1nt1KXOuHk 

My Address: 0x64aa0e025e66bd61922aebaf28491cb3330caad0259eaef7b4ccd1bbcab18bd

Testnet: https://t.co/2h6Z0GF1FF",StarkNet CAIRO -is:reply -is:retweet lang:en,1655970991690874891,389490390,2023-05-09T16:20:25.000Z,2023-05-11T16-05-30
21,"🚀 @0xdarlington and @0xAA_Science updated chapter 11 of WTF Cairo: Control Flows (if-else and loops) . #Starknet
https://t.co/49E6EKlotD https://t.co/F5lEjKmpyF",StarkNet CAIRO -is:reply -is:retweet lang:en,1655947596215746564,1576206809894748160,2023-05-09T14:47:27.000Z,2023-05-11T16-05-30
22,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/0cJNq0rFwM 

My Address: 0x85dc7746920f23c575341594419132230aa2a28521bdb47829cb1f058aa045

Testnet: https://t.co/jcHUaPF7ac",StarkNet CAIRO -is:reply -is:retweet lang:en,1655915387429478401,1480626444141273092,2023-05-09T12:39:28.000Z,2023-05-11T16-05-30
23,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/01hezwNtvm 

My Address: 0x6cf05c5f1de383ebb20eb7015b1fcfc3e4486fa321119a9800094332fcfb676

Testnet: https://t.co/FX3kxMnGvB",StarkNet CAIRO -is:reply -is:retweet lang:en,1655912415148781568,1368399453250551811,2023-05-09T12:27:39.000Z,2023-05-11T16-05-30
24,"😍StarkNet fact N6 😍
With support for Solidity and other popular programming languages, Starknet is the perfect platform for developers looking to bring their ideas to life.
#Ethereum #dApps  #Starknet #Cairo #Solidity",StarkNet CAIRO -is:reply -is:retweet lang:en,1655863414474829824,1651595550226038786,2023-05-09T09:12:57.000Z,2023-05-11T16-05-30
25,"Cairo 1.0 Slaying &amp; Testing' 🛠️🔥

Rundown of diverse testing flavors and the tools to testing vanilla Cairo 1 and Starknet smart contracts. Plus a live coding showdown, putting an ERC20 smart contract penned in Cairo 1 to the ultimate test. 

https://t.co/2mbP9pzXFd",StarkNet CAIRO -is:reply -is:retweet lang:en,1655845186105225216,1463071986515599362,2023-05-09T08:00:31.000Z,2023-05-11T16-05-30
26,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/FRA6o5FKaM 

My Address: 0x4dec464a45c37500e4c8232e35d8cf8e11a8ba9b02520ceab96c783112c21f

Testnet: https://t.co/F09yh8bRY6",StarkNet CAIRO -is:reply -is:retweet lang:en,1655838078307647488,1568687783538999296,2023-05-09T07:32:16.000Z,2023-05-11T16-05-30
27,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/jo9REOZcQN 

My Address: 0x3de8c3b97891a333fbca8ef084908e6ba121608e704e16bc18268f425ba4a08

Testnet: https://t.co/uMekyTIij7",StarkNet CAIRO -is:reply -is:retweet lang:en,1655819842539192320,1113764877582110720,2023-05-09T06:19:48.000Z,2023-05-11T16-05-30
28,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/QJVbq8bLjj 

My Address: 0x27f03d5f0e2ed95006abe9a724d7823962e6ecebba97cc17d820aca23e80954

Testnet: https://t.co/NUv3xloRMH",StarkNet CAIRO -is:reply -is:retweet lang:en,1655705463340556291,1271565681797062657,2023-05-08T22:45:18.000Z,2023-05-11T16-05-30
29,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/olcW272ZQf 

My Address: 0x113ebc60623f077e045a496f9e055c4da25eb078f02a84fa2c85fb9528c6195

Testnet: https://t.co/LG0lQv8WED",StarkNet CAIRO -is:reply -is:retweet lang:en,1655702982313295872,1645792758999957506,2023-05-08T22:35:27.000Z,2023-05-11T16-05-30
30,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/hlt5hKuv3p 

My Address: 0x2c3f044951c959b91ee7d69364641ebb7235ebc81a513ac70c450fca01e5d46

Testnet: https://t.co/PCNxz88ZHh",StarkNet CAIRO -is:reply -is:retweet lang:en,1655671297311907844,1471617931834535946,2023-05-08T20:29:32.000Z,2023-05-11T16-05-30
31,"🎉We updated Chapter 10 of WTF Cairo: Mappings and Other Types. 
You can create a mapping to record account balances using LegacyMap. Unlike Solidity, Cairo does not natively support address types, so you need to import it. #Starknet
https://t.co/49E6EKlotD https://t.co/54E5kqQObm",StarkNet CAIRO -is:reply -is:retweet lang:en,1655630924950949890,1576206809894748160,2023-05-08T17:49:07.000Z,2023-05-11T16-05-30
32,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/n4acr3rKBO 

My Address: 0x62879eedb9a025b2a02fd41c34a2c595a926e58a32bcdb7bdaed30d794f66c0

Testnet: https://t.co/5KPDstZ9CC",StarkNet CAIRO -is:reply -is:retweet lang:en,1655597839773466629,1171122967679340544,2023-05-08T15:37:39.000Z,2023-05-11T16-05-30
33,"I’m very glad to announce the WarpVS extension a VSCode extension based on Warp transpiler from @nethermindeth , It transpiles Ethereum Solidity smart contracts to @Starknet  Cairo-1.0 Contracts with just one click. https://t.co/35DpobkNHc",StarkNet CAIRO -is:reply -is:retweet lang:en,1655577466805649409,1396588577530781702,2023-05-08T14:16:41.000Z,2023-05-11T16-05-30
34,"🤓 StarkNet Fact N5 🤓
Whether you're a seasoned developer or just getting started, Starknet's user-friendly tools and resources make it easy to start building decentralized applications.
#Cairo #dApps #blockchain  #Starknet",StarkNet CAIRO -is:reply -is:retweet lang:en,1655542722302812162,1651595550226038786,2023-05-08T11:58:38.000Z,2023-05-11T16-05-30
35,"There are 2 types of people:

1) People sleeping on #StarkNet
2) Cairo Pharaohs https://t.co/nXhFPySqNB",StarkNet CAIRO -is:reply -is:retweet lang:en,1655542378936295425,1525438686586085377,2023-05-08T11:57:16.000Z,2023-05-11T16-05-30
36,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/SIiIa1stz4 

My Address: 0x331b23fff7780b368a31d6bc80da10c5cd8b23f2d6ebf069694121690a8b081

Testnet: https://t.co/tUopGRd76N",StarkNet CAIRO -is:reply -is:retweet lang:en,1655535021774581762,1535512333606342656,2023-05-08T11:28:02.000Z,2023-05-11T16-05-30
37,"Starknet 0.11 and Cairo 1.0. Pretty enchanced by dev for new experience, fast performing improve, secure, and efficient ETH solutions.
Follow CDP platform and try alpha @nostrafinance and #starknet",StarkNet CAIRO -is:reply -is:retweet lang:en,1655483883507556353,985350698043764736,2023-05-08T08:04:49.000Z,2023-05-11T16-05-30
38,I've made my first PR to Cairo 1. 🚀🚀 #Starknet https://t.co/8BluUnVAPc,StarkNet CAIRO -is:reply -is:retweet lang:en,1655473648117972995,122099247,2023-05-08T07:24:09.000Z,2023-05-11T16-05-30
39,"The video recording of our @Starknet Nairobi Bootcamp #3 is now available on YouTube

@OFFICIAL_AM_C_C went through Starklings exercises and explained some core concepts in Cairo 1.0

Link to class ⤵️
🔗https://t.co/0fqzd09hmW https://t.co/7rLCD4wZNA",StarkNet CAIRO -is:reply -is:retweet lang:en,1655472278744825856,1531242020110487552,2023-05-08T07:18:43.000Z,2023-05-11T16-05-30
40,"💸Reaping the Benefits of Economical On-Chain Data💸
🪐Economical on-chain data: By posting only state change summaries and validity proofs on-chain, validity rollups reduce data storage and offer an economic advantage over optimistic rollups
#Starknet #StarkLaunch #Cairo https://t.co/mQyvtGmYF8",StarkNet CAIRO -is:reply -is:retweet lang:en,1655416929207877638,1640973285554024448,2023-05-08T03:38:46.000Z,2023-05-11T16-05-30
41,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/u6crd3s1WA 

My Address: 0x5b47d46f43d96884b202a66d6ce72e1d31bcee4852303ef7479cd08e6e688d8

Testnet: https://t.co/FWEC9nJmcY",StarkNet CAIRO -is:reply -is:retweet lang:en,1655344276941750272,4876929573,2023-05-07T22:50:05.000Z,2023-05-11T16-05-30
42,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/u6crd3s1WA 

My Address: 0x50baa4426e354df65950b4dcf3229654c36931e0b1492b793aabbfc15995943

Testnet: https://t.co/FWEC9nJmcY",StarkNet CAIRO -is:reply -is:retweet lang:en,1655343616510894081,4876929573,2023-05-07T22:47:27.000Z,2023-05-11T16-05-30
43,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/UUWtC8o6kp 

My Address: 0x27c66ed117928eb76044aa68acc0fa6e4ef9446bdc1d2730bbae4a925bc5192

Testnet: https://t.co/WFybS1zEMe",StarkNet CAIRO -is:reply -is:retweet lang:en,1655301980938555398,1653841683967094787,2023-05-07T20:02:00.000Z,2023-05-11T16-05-30
44,"🧵Recap of the Previous Day on #Starknet 🧵

May 6-7 (Weekend Edition)

- The Power of Cheap Computation 🪄🖥️🪄

- Starknet Events-tracker website 📜🌎🌍📜

- AI tool to boost knowledge around Cairo 1.0🤖 https://t.co/Cm6Mbx8a7N",StarkNet CAIRO -is:reply -is:retweet lang:en,1655283770394656773,1489498059042172931,2023-05-07T18:49:39.000Z,2023-05-11T16-05-30
45,"StarkNet is the most promising and advanced L2 on Ethereum. Unlike other L2s, StarkNet is not EVM-compatible and writes contracts in Cairo.

Other L2s sacrificed long-term benefits for short-term gains by forcing to be EVM-compatible and sticking with Solidity.",StarkNet CAIRO -is:reply -is:retweet lang:en,1655147627355201542,1266224181064216577,2023-05-07T09:48:40.000Z,2023-05-11T16-05-30
46,"Mexico, get ready! 🇲🇽

We're hosting our very first meetup in Mexico City! Join us to learn everything you need to become a STARK master 🧠✨
✅ Cairo 1.0
✅ StarkNet JS
✅ Networking
✅ And much more fun!

Mexico City
May 27th, 5:00 PM

More info below ↘️ https://t.co/3YJRj5tuem",StarkNet CAIRO -is:reply -is:retweet lang:en,1655123514511458311,953893947822280704,2023-05-07T08:12:51.000Z,2023-05-11T16-05-30
